id	measurementType	measurementValue	measurementUnit
2044166	Body_size	3.85	mm
2044166	Dispersal_ability	1	ratio within order
2044166	Thermal_minimum	3.76	°C
2044166	Thermal_maximum	12.96	°C
2044166	Thermal_mean	9.32	°C
2044166	Thermal_range	9.2	°C
2044135	Body_size	3.95	mm
2044135	Dispersal_ability	1	ratio within order
2044135	Thermal_minimum	1.74	°C
2044135	Thermal_maximum	9.36	°C
2044135	Thermal_mean	8.49	°C
2044135	Thermal_range	7.62	°C
2170221	Body_size	3.18	mm
2170221	Dispersal_ability	0.75	ratio within order
2170221	Thermal_minimum	0.49	°C
2170221	Thermal_maximum	17.82	°C
2170221	Thermal_mean	10.71	°C
2170221	Thermal_range	17.33	°C
1695052	Body_size	18.25	mm
1695052	Dispersal_ability	0.13	ratio within order
1695052	Thermal_minimum	-1.71	°C
1695052	Thermal_maximum	14.67	°C
1695052	Thermal_mean	8.12	°C
1695052	Thermal_range	16.38	°C
1198632	Body_size	7.75	mm
1198632	Dispersal_ability	1	ratio within order
1198632	Thermal_minimum	0.76	°C
1198632	Thermal_maximum	11.22	°C
1198632	Thermal_mean	9.07	°C
1198632	Thermal_range	10.47	°C
1198651	Body_size	8.75	mm
1198651	Dispersal_ability	0.5	ratio within order
1198651	Thermal_minimum	-0.78	°C
1198651	Thermal_maximum	11.26	°C
1198651	Thermal_mean	9.11	°C
1198651	Thermal_range	12.04	°C
2134203	Body_size	2.2	mm
2134203	Dispersal_ability	0.5	ratio within order
2134203	Thermal_minimum	8.08	°C
2134203	Thermal_maximum	12.53	°C
2134203	Thermal_mean	9.94	°C
2134203	Thermal_range	4.45	°C
10730631	Body_size	7.73	mm
10730631	Dispersal_ability	0.5	ratio within order
10730631	Thermal_minimum	-2.93	°C
10730631	Thermal_maximum	17.59	°C
10730631	Thermal_mean	9.46	°C
10730631	Thermal_range	20.52	°C
2134053	Body_size	2.63	mm
2134053	Fecundity	300	eggs
2134053	Development_time	60	days
2134053	Voltinism_mean	3	generation(s) / year
2134053	Dispersal_ability	0.67	ratio within order
2134053	Thermal_minimum	5.41	°C
2134053	Thermal_maximum	12.7	°C
2134053	Thermal_mean	9.52	°C
2134053	Thermal_range	7.28	°C
2134068	Body_size	1.98	mm
2134068	Fecundity	300	eggs
2134068	Development_time	60	days
2134068	Voltinism_mean	3	generation(s) / year
2134068	Dispersal_ability	0.92	ratio within order
2134068	Thermal_minimum	-0.57	°C
2134068	Thermal_maximum	16.87	°C
2134068	Thermal_mean	10	°C
2134068	Thermal_range	17.43	°C
2134107	Body_size	2.75	mm
2134107	Dispersal_ability	0.75	ratio within order
2134107	Thermal_minimum	0.71	°C
2134107	Thermal_maximum	12.48	°C
2134107	Thermal_mean	9.45	°C
2134107	Thermal_range	11.77	°C
2134110	Body_size	2.15	mm
2134110	Dispersal_ability	0.84	ratio within order
2134110	Thermal_minimum	5.11	°C
2134110	Thermal_maximum	12.85	°C
2134110	Thermal_mean	9.68	°C
2134110	Thermal_range	7.75	°C
4391663	Body_size	5.82	mm
4391663	Voltinism_mean	1	generation(s) / year
4391663	Dispersal_ability	1	ratio within order
4391663	Thermal_minimum	2.39	°C
4391663	Thermal_maximum	14.93	°C
4391663	Thermal_mean	9.5	°C
4391663	Thermal_range	12.55	°C
4462501	Body_size	1.7	mm
4462501	Dispersal_ability	0.01	ratio within order
4462501	Thermal_minimum	3.79	°C
4462501	Thermal_maximum	11.16	°C
4462501	Thermal_mean	9.12	°C
4462501	Thermal_range	7.37	°C
2040612	Body_size	6.88	mm
2040612	Voltinism_mean	1	generation(s) / year
2040612	Thermal_minimum	8.08	°C
2040612	Thermal_maximum	10.38	°C
2040612	Thermal_mean	9.04	°C
2040612	Thermal_range	2.3	°C
4441456	Body_size	1.96	mm
4441456	Dispersal_ability	0.03	ratio within order
4441456	Thermal_minimum	7.52	°C
4441456	Thermal_maximum	14.14	°C
4441456	Thermal_mean	10.08	°C
4441456	Thermal_range	6.62	°C
1940838	Body_size	10.12	mm
1940838	Voltinism_mean	1	generation(s) / year
1940838	Thermal_minimum	-2.93	°C
1940838	Thermal_maximum	17.18	°C
1940838	Thermal_mean	9.28	°C
1940838	Thermal_range	20.11	°C
4308804	Body_size	3.72	mm
4308804	Dispersal_ability	0.5	ratio within order
4308804	Thermal_minimum	7.25	°C
4308804	Thermal_maximum	10.65	°C
4308804	Thermal_mean	9.15	°C
4308804	Thermal_range	3.41	°C
6097891	Body_size	6	mm
6097891	Dispersal_ability	1	ratio within order
6097891	Thermal_minimum	4.08	°C
6097891	Thermal_maximum	9.86	°C
6097891	Thermal_mean	9.33	°C
6097891	Thermal_range	5.78	°C
5872124	Body_size	3.3	mm
5872124	Development_time	120	days
5872124	Dispersal_ability	1	ratio within order
5872124	Thermal_minimum	3.66	°C
5872124	Thermal_maximum	15.09	°C
5872124	Thermal_mean	9.71	°C
5872124	Thermal_range	11.43	°C
5872148	Body_size	2.5	mm
5872148	Dispersal_ability	0.5	ratio within order
5872148	Thermal_minimum	3.59	°C
5872148	Thermal_maximum	17.18	°C
5872148	Thermal_mean	9.93	°C
5872148	Thermal_range	13.6	°C
6097882	Body_size	4.58	mm
6097882	Development_time	210	days
6097882	Dispersal_ability	1	ratio within order
6097882	Thermal_minimum	0.76	°C
6097882	Thermal_maximum	13.18	°C
6097882	Thermal_mean	8.32	°C
6097882	Thermal_range	12.43	°C
10216621	Body_size	3.75	mm
10216621	Development_time	120	days
10216621	Dispersal_ability	1	ratio within order
10216621	Thermal_minimum	3.59	°C
10216621	Thermal_maximum	13.61	°C
10216621	Thermal_mean	9.56	°C
10216621	Thermal_range	10.02	°C
6097864	Body_size	4	mm
6097864	Dispersal_ability	1	ratio within order
6097864	Thermal_minimum	-1.05	°C
6097864	Thermal_maximum	12.12	°C
6097864	Thermal_mean	6.6	°C
6097864	Thermal_range	13.17	°C
1036255	Body_size	4.57	mm
1036255	Development_time	105	days
1036255	Dispersal_ability	0.92	ratio within order
1036255	Thermal_minimum	0.11	°C
1036255	Thermal_maximum	10.82	°C
1036255	Thermal_mean	8.49	°C
1036255	Thermal_range	10.7	°C
11143424	Body_size	2.5	mm
11143424	Dispersal_ability	0.5	ratio within order
11143424	Thermal_minimum	8.02	°C
11143424	Thermal_maximum	12.78	°C
11143424	Thermal_mean	9.63	°C
11143424	Thermal_range	4.76	°C
5872129	Body_size	5.63	mm
5872129	Development_time	90	days
5872129	Dispersal_ability	1	ratio within order
5872129	Thermal_minimum	-0.12	°C
5872129	Thermal_maximum	16.18	°C
5872129	Thermal_mean	9.2	°C
5872129	Thermal_range	16.31	°C
6097878	Body_size	4.62	mm
6097878	Dispersal_ability	0.88	ratio within order
6097878	Thermal_minimum	-1.75	°C
6097878	Thermal_maximum	13.51	°C
6097878	Thermal_mean	9.31	°C
6097878	Thermal_range	15.27	°C
7639821	Body_size	5.33	mm
7639821	Development_time	90	days
7639821	Dispersal_ability	1	ratio within order
7639821	Thermal_minimum	3.54	°C
7639821	Thermal_maximum	15.02	°C
7639821	Thermal_mean	9.57	°C
7639821	Thermal_range	11.48	°C
9782241	Body_size	3.25	mm
9782241	Development_time	160	days
9782241	Dispersal_ability	1	ratio within order
9782241	Thermal_minimum	3.78	°C
9782241	Thermal_maximum	13.78	°C
9782241	Thermal_mean	9.32	°C
9782241	Thermal_range	10	°C
4308807	Body_size	2.5	mm
4308807	Dispersal_ability	1	ratio within order
4308807	Thermal_minimum	9.47	°C
4308807	Thermal_maximum	15.24	°C
4308807	Thermal_mean	11.43	°C
4308807	Thermal_range	5.77	°C
6097884	Body_size	6	mm
6097884	Dispersal_ability	1	ratio within order
6097884	Thermal_minimum	-0.12	°C
6097884	Thermal_maximum	13.18	°C
6097884	Thermal_mean	7.79	°C
6097884	Thermal_range	13.31	°C
6097879	Body_size	4.58	mm
6097879	Development_time	60	days
6097879	Dispersal_ability	0.5	ratio within order
6097879	Thermal_minimum	3.02	°C
6097879	Thermal_maximum	11.36	°C
6097879	Thermal_mean	9.12	°C
6097879	Thermal_range	8.34	°C
4308800	Body_size	3.7	mm
4308800	Development_time	240	days
4308800	Dispersal_ability	1	ratio within order
4308800	Thermal_minimum	3.99	°C
4308800	Thermal_maximum	15.02	°C
4308800	Thermal_mean	9.77	°C
4308800	Thermal_range	11.03	°C
8143604	Body_size	3.9	mm
8143604	Dispersal_ability	1	ratio within order
8143604	Thermal_minimum	6.9	°C
8143604	Thermal_maximum	14.96	°C
8143604	Thermal_mean	10.07	°C
8143604	Thermal_range	8.06	°C
5872147	Body_size	2.38	mm
5872147	Dispersal_ability	0.63	ratio within order
5872147	Thermal_minimum	3.97	°C
5872147	Thermal_maximum	11.22	°C
5872147	Thermal_mean	9.65	°C
5872147	Thermal_range	7.25	°C
1036154	Body_size	2.95	mm
1036154	Development_time	150	days
1036154	Dispersal_ability	0.69	ratio within order
1036154	Thermal_minimum	3.89	°C
1036154	Thermal_maximum	14.85	°C
1036154	Thermal_mean	9.21	°C
1036154	Thermal_range	10.95	°C
4478846	Body_size	2.62	mm
4478846	Development_time	120	days
4478846	Dispersal_ability	1	ratio within order
4478846	Thermal_minimum	3.99	°C
4478846	Thermal_maximum	10.84	°C
4478846	Thermal_mean	8.7	°C
4478846	Thermal_range	6.84	°C
4479052	Body_size	4	mm
4479052	Dispersal_ability	1	ratio within order
4479052	Thermal_minimum	4.93	°C
4479052	Thermal_maximum	10.08	°C
4479052	Thermal_mean	9.25	°C
4479052	Thermal_range	5.15	°C
4308805	Body_size	4.6	mm
4308805	Development_time	120	days
4308805	Dispersal_ability	1	ratio within order
4308805	Thermal_minimum	5.82	°C
4308805	Thermal_maximum	15.05	°C
4308805	Thermal_mean	10.6	°C
4308805	Thermal_range	9.22	°C
1036216	Body_size	3.5	mm
1036216	Development_time	105	days
1036216	Dispersal_ability	0.69	ratio within order
1036216	Thermal_minimum	0.76	°C
1036216	Thermal_maximum	15.24	°C
1036216	Thermal_mean	9.41	°C
1036216	Thermal_range	14.48	°C
9479706	Body_size	3.8	mm
9479706	Development_time	90	days
9479706	Dispersal_ability	0.26	ratio within order
9479706	Thermal_minimum	8	°C
9479706	Thermal_maximum	12.96	°C
9479706	Thermal_mean	9.83	°C
9479706	Thermal_range	4.96	°C
8076006	Body_size	5	mm
8076006	Dispersal_ability	1	ratio within order
8076006	Thermal_minimum	4.68	°C
8076006	Thermal_maximum	13.95	°C
8076006	Thermal_mean	10.55	°C
8076006	Thermal_range	9.26	°C
5872143	Body_size	5.6	mm
5872143	Development_time	180	days
5872143	Dispersal_ability	1	ratio within order
5872143	Thermal_minimum	3.73	°C
5872143	Thermal_maximum	10.89	°C
5872143	Thermal_mean	8.68	°C
5872143	Thermal_range	7.17	°C
6097886	Body_size	5.5	mm
6097886	Dispersal_ability	1	ratio within order
6097886	Thermal_minimum	4.68	°C
6097886	Thermal_maximum	12.61	°C
6097886	Thermal_mean	8.96	°C
6097886	Thermal_range	7.93	°C
5872111	Body_size	3.55	mm
5872111	Development_time	210	days
5872111	Dispersal_ability	1	ratio within order
5872111	Thermal_minimum	6.48	°C
5872111	Thermal_maximum	14.93	°C
5872111	Thermal_mean	10	°C
5872111	Thermal_range	8.45	°C
6097867	Body_size	2.92	mm
6097867	Dispersal_ability	0.13	ratio within order
6097867	Thermal_minimum	3.72	°C
6097867	Thermal_maximum	11.67	°C
6097867	Thermal_mean	9.14	°C
6097867	Thermal_range	7.95	°C
9816904	Body_size	5	mm
9816904	Dispersal_ability	1	ratio within order
9816904	Thermal_minimum	8.19	°C
9816904	Thermal_maximum	13.99	°C
9816904	Thermal_mean	10.26	°C
9816904	Thermal_range	5.79	°C
8411250	Body_size	4.18	mm
8411250	Dispersal_ability	0.88	ratio within order
8411250	Thermal_minimum	2.63	°C
8411250	Thermal_maximum	10.69	°C
8411250	Thermal_mean	7.86	°C
8411250	Thermal_range	8.06	°C
4308806	Body_size	2.65	mm
4308806	Dispersal_ability	1	ratio within order
4308806	Thermal_minimum	3.73	°C
4308806	Thermal_maximum	15.02	°C
4308806	Thermal_mean	9.87	°C
4308806	Thermal_range	11.29	°C
6097880	Body_size	4.5	mm
6097880	Dispersal_ability	1	ratio within order
6097880	Thermal_minimum	3.24	°C
6097880	Thermal_maximum	10.82	°C
6097880	Thermal_mean	9.06	°C
6097880	Thermal_range	7.58	°C
6097872	Body_size	4.5	mm
6097872	Dispersal_ability	1	ratio within order
6097872	Thermal_minimum	4.68	°C
6097872	Thermal_maximum	14.14	°C
6097872	Thermal_mean	8.68	°C
6097872	Thermal_range	9.46	°C
6097868	Body_size	3.33	mm
6097868	Development_time	120	days
6097868	Dispersal_ability	0.26	ratio within order
6097868	Thermal_minimum	7.5	°C
6097868	Thermal_maximum	10.42	°C
6097868	Thermal_mean	9.1	°C
6097868	Thermal_range	2.92	°C
6097892	Body_size	2.82	mm
6097892	Dispersal_ability	1	ratio within order
6097892	Thermal_minimum	9.05	°C
6097892	Thermal_maximum	15.24	°C
6097892	Thermal_mean	10.69	°C
6097892	Thermal_range	6.19	°C
6097888	Body_size	3.63	mm
6097888	Dispersal_ability	1	ratio within order
6097888	Thermal_minimum	3.54	°C
6097888	Thermal_maximum	13.11	°C
6097888	Thermal_mean	8.98	°C
6097888	Thermal_range	9.57	°C
1036192	Body_size	2.98	mm
1036192	Voltinism_mean	1	generation(s) / year
1036192	Dispersal_ability	0.5	ratio within order
1036192	Thermal_minimum	7.74	°C
1036192	Thermal_maximum	14.93	°C
1036192	Thermal_mean	9.93	°C
1036192	Thermal_range	7.19	°C
6097876	Body_size	2.47	mm
6097876	Dispersal_ability	1	ratio within order
6097876	Thermal_minimum	3.89	°C
6097876	Thermal_maximum	15.9	°C
6097876	Thermal_mean	9.95	°C
6097876	Thermal_range	12	°C
8607776	Body_size	4.45	mm
8607776	Dispersal_ability	1	ratio within order
8607776	Thermal_minimum	8.19	°C
8607776	Thermal_maximum	12.96	°C
8607776	Thermal_mean	9.99	°C
8607776	Thermal_range	4.77	°C
6097865	Body_size	5	mm
6097865	Dispersal_ability	1	ratio within order
6097865	Thermal_minimum	4.43	°C
6097865	Thermal_maximum	11.14	°C
6097865	Thermal_mean	8.27	°C
6097865	Thermal_range	6.71	°C
1036203	Body_size	3.83	mm
1036203	Dispersal_ability	0.75	ratio within order
1036203	Thermal_minimum	-0.57	°C
1036203	Thermal_maximum	12.92	°C
1036203	Thermal_mean	9.26	°C
1036203	Thermal_range	13.49	°C
5872119	Body_size	5.02	mm
5872119	Dispersal_ability	1	ratio within order
5872119	Thermal_minimum	1.29	°C
5872119	Thermal_maximum	14.96	°C
5872119	Thermal_mean	9.08	°C
5872119	Thermal_range	13.67	°C
1036128	Body_size	2.96	mm
1036128	Dispersal_ability	1	ratio within order
1036128	Thermal_minimum	3.24	°C
1036128	Thermal_maximum	14.96	°C
1036128	Thermal_mean	9.36	°C
1036128	Thermal_range	11.72	°C
4478842	Body_size	3.58	mm
4478842	Dispersal_ability	1	ratio within order
4478842	Thermal_minimum	2.63	°C
4478842	Thermal_maximum	14.46	°C
4478842	Thermal_mean	10.21	°C
4478842	Thermal_range	11.83	°C
1036066	Body_size	3.5	mm
1036066	Dispersal_ability	1	ratio within order
1036066	Thermal_minimum	3.73	°C
1036066	Thermal_maximum	18.59	°C
1036066	Thermal_mean	9.84	°C
1036066	Thermal_range	14.87	°C
6097890	Body_size	5.5	mm
6097890	Dispersal_ability	1	ratio within order
6097890	Thermal_minimum	4.61	°C
6097890	Thermal_maximum	11.23	°C
6097890	Thermal_mean	9.28	°C
6097890	Thermal_range	6.61	°C
6097881	Body_size	6	mm
6097881	Dispersal_ability	1	ratio within order
6097881	Thermal_minimum	4.08	°C
6097881	Thermal_maximum	11.63	°C
6097881	Thermal_mean	10.35	°C
6097881	Thermal_range	7.55	°C
1035929	Body_size	4.5	mm
1035929	Dispersal_ability	1	ratio within order
1035929	Thermal_minimum	1.29	°C
1035929	Thermal_maximum	14.96	°C
1035929	Thermal_mean	9.62	°C
1035929	Thermal_range	13.67	°C
1035931	Body_size	5.5	mm
1035931	Development_time	120	days
1035931	Dispersal_ability	0.69	ratio within order
1035931	Thermal_minimum	-1.05	°C
1035931	Thermal_maximum	14.96	°C
1035931	Thermal_mean	9.24	°C
1035931	Thermal_range	16.01	°C
5872127	Body_size	5.83	mm
5872127	Dispersal_ability	1	ratio within order
5872127	Thermal_minimum	-0.12	°C
5872127	Thermal_maximum	14.14	°C
5872127	Thermal_mean	8.15	°C
5872127	Thermal_range	14.26	°C
6097883	Body_size	4.58	mm
6097883	Dispersal_ability	1	ratio within order
6097883	Thermal_minimum	3.54	°C
6097883	Thermal_maximum	15.92	°C
6097883	Thermal_mean	9.86	°C
6097883	Thermal_range	12.38	°C
6097877	Body_size	5.5	mm
6097877	Dispersal_ability	1	ratio within order
6097877	Thermal_minimum	4.08	°C
6097877	Thermal_maximum	10.82	°C
6097877	Thermal_mean	9.91	°C
6097877	Thermal_range	6.74	°C
5760684	Body_size	18.75	mm
5760684	Fecundity	6	eggs
5760684	Voltinism_mean	1	generation(s) / year
5760684	Dispersal_ability	0.34	ratio within order
5760684	Thermal_minimum	6.39	°C
5760684	Thermal_maximum	15.02	°C
5760684	Thermal_mean	10.19	°C
5760684	Thermal_range	8.63	°C
1801051	Body_size	20.5	mm
1801051	Voltinism_mean	1	generation(s) / year
1801051	Thermal_minimum	-0.59	°C
1801051	Thermal_maximum	17.17	°C
1801051	Thermal_mean	9.87	°C
1801051	Thermal_range	17.76	°C
4486469	Body_size	6.82	mm
4486469	Voltinism_mean	1	generation(s) / year
4486469	Dispersal_ability	1	ratio within order
4486469	Thermal_minimum	5.82	°C
4486469	Thermal_maximum	18.95	°C
4486469	Thermal_mean	10.66	°C
4486469	Thermal_range	13.12	°C
2008320	Body_size	7.7	mm
2008320	Voltinism_mean	1	generation(s) / year
2008320	Dispersal_ability	0.75	ratio within order
2008320	Thermal_minimum	2.63	°C
2008320	Thermal_maximum	12.73	°C
2008320	Thermal_mean	9.1	°C
2008320	Thermal_range	10.1	°C
4486851	Body_size	5.2	mm
4486851	Voltinism_mean	1	generation(s) / year
4486851	Dispersal_ability	0.5	ratio within order
4486851	Thermal_minimum	8.23	°C
4486851	Thermal_maximum	14.14	°C
4486851	Thermal_mean	9.99	°C
4486851	Thermal_range	5.91	°C
4486853	Body_size	8.6	mm
4486853	Voltinism_mean	1	generation(s) / year
4486853	Dispersal_ability	0.75	ratio within order
4486853	Thermal_minimum	6.9	°C
4486853	Thermal_maximum	14.93	°C
4486853	Thermal_mean	10.81	°C
4486853	Thermal_range	8.03	°C
2008322	Body_size	6.08	mm
2008322	Voltinism_mean	1.5	generation(s) / year
2008322	Dispersal_ability	0.67	ratio within order
2008322	Thermal_minimum	3.73	°C
2008322	Thermal_maximum	12.94	°C
2008322	Thermal_mean	9.64	°C
2008322	Thermal_range	9.22	°C
4486833	Body_size	4.88	mm
4486833	Voltinism_mean	1	generation(s) / year
4486833	Dispersal_ability	0.34	ratio within order
4486833	Thermal_minimum	1.3	°C
4486833	Thermal_maximum	13.44	°C
4486833	Thermal_mean	9.81	°C
4486833	Thermal_range	12.14	°C
5759923	Body_size	3.75	mm
5759923	Thermal_minimum	6.91	°C
5759923	Thermal_maximum	10.62	°C
5759923	Thermal_mean	9.44	°C
5759923	Thermal_range	3.71	°C
5759904	Body_size	2.62	mm
5759905	Body_size	3.25	mm
5759905	Thermal_minimum	6.19	°C
5759905	Thermal_maximum	14.14	°C
5759905	Thermal_mean	9.34	°C
5759905	Thermal_range	7.95	°C
4441427	Body_size	1.57	mm
4441427	Dispersal_ability	0.04	ratio within order
4441427	Thermal_minimum	-0.57	°C
4441427	Thermal_maximum	14.14	°C
4441427	Thermal_mean	9.06	°C
4441427	Thermal_range	14.71	°C
1688979	Body_size	16	mm
1688979	Dispersal_ability	0.34	ratio within order
1688979	Thermal_minimum	-4.07	°C
1688979	Thermal_maximum	14.95	°C
1688979	Thermal_mean	7.51	°C
1688979	Thermal_range	19.02	°C
1975897	Body_size	24.5	mm
1975897	Voltinism_mean	1	generation(s) / year
1975897	Thermal_minimum	-1.75	°C
1975897	Thermal_maximum	14.14	°C
1975897	Thermal_mean	9.13	°C
1975897	Thermal_range	15.89	°C
1975903	Body_size	22.67	mm
1975903	Voltinism_mean	1	generation(s) / year
1975903	Thermal_minimum	-0.09	°C
1975903	Thermal_maximum	17.78	°C
1975903	Thermal_mean	9.6	°C
1975903	Thermal_range	17.86	°C
1045205	Body_size	3.88	mm
1045205	Dispersal_ability	0.06	ratio within order
1045205	Thermal_minimum	2.91	°C
1045205	Thermal_maximum	14.85	°C
1045205	Thermal_mean	9.99	°C
1045205	Thermal_range	11.94	°C
4478057	Body_size	4.83	mm
4478057	Dispersal_ability	0.88	ratio within order
4478057	Thermal_minimum	3.87	°C
4478057	Thermal_maximum	13.51	°C
4478057	Thermal_mean	9.23	°C
4478057	Thermal_range	9.65	°C
2009595	Body_size	5.32	mm
2009595	Voltinism_mean	1	generation(s) / year
2009595	Dispersal_ability	1	ratio within order
2009595	Thermal_minimum	3.24	°C
2009595	Thermal_maximum	15.66	°C
2009595	Thermal_mean	9.48	°C
2009595	Thermal_range	12.42	°C
4988207	Body_size	11.62	mm
4988207	Dispersal_ability	1	ratio within order
4988207	Thermal_minimum	4.04	°C
4988207	Thermal_maximum	12.08	°C
4988207	Thermal_mean	9.48	°C
4988207	Thermal_range	8.04	°C
6097674	Body_size	2.7	mm
6097674	Dispersal_ability	0.03	ratio within order
6097674	Thermal_minimum	5.37	°C
6097674	Thermal_maximum	14.76	°C
6097674	Thermal_mean	9.96	°C
6097674	Thermal_range	9.38	°C
6097672	Body_size	4.42	mm
6097672	Dispersal_ability	0.03	ratio within order
6097672	Thermal_minimum	7.83	°C
6097672	Thermal_maximum	14.14	°C
6097672	Thermal_mean	10.28	°C
6097672	Thermal_range	6.31	°C
6097671	Body_size	3.96	mm
6097671	Dispersal_ability	0.04	ratio within order
6097671	Thermal_minimum	7.79	°C
6097671	Thermal_maximum	10.48	°C
6097671	Thermal_mean	8.92	°C
6097671	Thermal_range	2.69	°C
6097673	Body_size	3.11	mm
6097673	Dispersal_ability	0.03	ratio within order
6097673	Thermal_minimum	4.45	°C
6097673	Thermal_maximum	14.14	°C
6097673	Thermal_mean	9.45	°C
6097673	Thermal_range	9.69	°C
4454798	Body_size	6.38	mm
4454798	Dispersal_ability	0.11	ratio within order
4454798	Thermal_minimum	3.58	°C
4454798	Thermal_maximum	14.85	°C
4454798	Thermal_mean	9.85	°C
4454798	Thermal_range	11.27	°C
1912372	Body_size	17.71	mm
